ID_obra,Tipo_ladrillo,Altura_muro,Ancho_muro,Espesor_muro,Area_muro,Cantidad_ladrillos,Cemento (Kg),Cal (Kg),Arena (m3),Cemento_albañilería (Kg)
1051,Bloque hormigon 19x19x39,2.37,2.91,0.2,6.9,80.0,22.76,10.35,0.103,0.0
1052,Bloque hormigon 19x19x39,2.78,2.03,0.2,5.64,69.0,0.0,0.0,0.073,26.81
1053,Bloque hormigon 19x19x39,2.87,3.84,0.2,11.02,143.0,36.37,16.53,0.165,0.0
1054,Bloque hormigon 19x19x39,1.95,5.85,0.2,11.41,146.0,0.0,0.0,0.148,54.19
1055,Bloque hormigon 19x19x39,2.73,2.54,0.2,6.93,86.0,22.88,10.4,0.104,0.0
1056,Bloque hormigon 19x19x39,1.83,5.13,0.2,9.39,105.0,30.98,14.08,0.141,0.0
1057,Bloque hormigon 19x19x39,2.32,4.14,0.2,9.6,119.0,0.0,0.0,0.125,45.62
1058,Bloque hormigon 19x19x39,2.87,3.34,0.2,9.59,122.0,31.63,14.38,0.144,0.0
1059,Bloque hormigon 19x19x39,1.86,4.19,0.2,7.79,105.0,25.72,11.69,0.117,0.0
1060,Bloque hormigon 19x19x39,2.19,5.81,0.2,12.72,169.0,0.0,0.0,0.165,60.44
1061,Bloque hormigon 19x19x39,1.87,4.31,0.2,8.06,92.0,26.6,12.09,0.121,0.0
1062,Bloque hormigon 19x19x39,2.23,2.26,0.2,5.04,57.0,16.63,7.56,0.076,0.0
1063,Bloque hormigon 19x19x39,2.16,5.87,0.2,12.68,172.0,0.0,0.0,0.165,60.23
1064,Bloque hormigon 19x19x39,2.22,5.18,0.2,11.5,147.0,37.95,17.25,0.172,0.0
1065,Bloque hormigon 19x19x39,1.91,2.65,0.2,5.06,69.0,0.0,0.0,0.066,24.04
1066,Bloque hormigon 19x19x39,1.83,4.14,0.2,7.58,98.0,25.0,11.36,0.114,0.0
1067,Bloque hormigon 19x19x39,2.99,3.15,0.2,9.42,118.0,31.08,14.13,0.141,0.0
1068,Bloque hormigon 19x19x39,2.0,5.91,0.2,11.82,158.0,0.0,0.0,0.154,56.14
1069,Bloque hormigon 19x19x39,1.87,3.09,0.2,5.78,66.0,0.0,0.0,0.075,27.45
1070,Bloque hormigon 19x19x39,2.99,4.45,0.2,13.31,162.0,0.0,0.0,0.173,63.2
1071,Bloque hormigon 19x19x39,2.26,3.39,0.2,7.66,94.0,25.28,11.49,0.115,0.0
1072,Bloque hormigon 19x19x39,2.2,4.06,0.2,8.93,118.0,0.0,0.0,0.116,42.43
1073,Bloque hormigon 19x19x39,2.09,2.9,0.2,6.06,75.0,0.0,0.0,0.079,28.79
1074,Bloque hormigon 19x19x39,2.02,2.73,0.2,5.51,69.0,18.2,8.27,0.083,0.0
1075,Bloque hormigon 19x19x39,2.49,5.45,0.2,13.57,157.0,0.0,0.0,0.176,64.46
1076,Bloque hormigon 19x19x39,2.5,4.87,0.2,12.18,148.0,0.0,0.0,0.158,57.83
1077,Bloque hormigon 19x19x39,2.11,4.32,0.2,9.12,118.0,0.0,0.0,0.118,43.3
1078,Bloque hormigon 19x19x39,2.46,4.06,0.2,9.99,129.0,32.96,14.98,0.15,0.0
1079,Bloque hormigon 19x19x39,2.33,3.28,0.2,7.64,96.0,0.0,0.0,0.099,36.3
1080,Bloque hormigon 19x19x39,1.86,2.2,0.2,4.09,49.0,13.5,6.14,0.061,0.0
1081,Bloque hormigon 19x19x39,2.39,3.28,0.2,7.84,91.0,25.87,11.76,0.118,0.0
1082,Bloque hormigon 19x19x39,2.42,5.12,0.2,12.39,155.0,0.0,0.0,0.161,58.85
1083,Bloque hormigon 19x19x39,2.09,4.73,0.2,9.89,128.0,32.62,14.83,0.148,0.0
1084,Bloque hormigon 19x19x39,2.39,5.95,0.2,14.22,169.0,0.0,0.0,0.185,67.55
1085,Bloque hormigon 19x19x39,1.84,5.38,0.2,9.9,122.0,32.67,14.85,0.148,0.0
1086,Bloque hormigon 19x19x39,2.61,2.48,0.2,6.47,73.0,0.0,0.0,0.084,30.75
1087,Bloque hormigon 19x19x39,2.1,5.51,0.2,11.57,132.0,38.18,17.36,0.174,0.0
1088,Bloque hormigon 19x19x39,2.71,4.89,0.2,13.25,149.0,0.0,0.0,0.172,62.95
1089,Bloque hormigon 19x19x39,2.27,5.91,0.2,13.42,182.0,44.27,20.12,0.201,0.0
1090,Bloque hormigon 19x19x39,2.16,4.87,0.2,10.52,127.0,34.71,15.78,0.158,0.0
1091,Bloque hormigon 19x19x39,1.91,4.99,0.2,9.53,107.0,0.0,0.0,0.124,45.27
1092,Bloque hormigon 19x19x39,2.18,2.24,0.2,4.88,63.0,0.0,0.0,0.063,23.2
1093,Bloque hormigon 19x19x39,2.2,4.77,0.2,10.49,138.0,0.0,0.0,0.136,49.85
1094,Bloque hormigon 19x19x39,2.83,5.26,0.2,14.89,204.0,49.12,22.33,0.223,0.0
1095,Bloque hormigon 19x19x39,2.98,2.9,0.2,8.64,111.0,28.52,12.96,0.13,0.0
1096,Bloque hormigon 19x19x39,2.35,3.59,0.2,8.44,104.0,0.0,0.0,0.11,40.07
1097,Bloque hormigon 19x19x39,2.11,4.07,0.2,8.59,112.0,28.34,12.88,0.129,0.0
1098,Bloque hormigon 19x19x39,2.42,2.2,0.2,5.32,62.0,0.0,0.0,0.069,25.29
1099,Bloque hormigon 19x19x39,2.92,2.5,0.2,7.3,94.0,0.0,0.0,0.095,34.67
1100,Bloque hormigon 19x19x39,2.36,2.53,0.2,5.97,81.0,0.0,0.0,0.078,28.36
1101,Bloque hormigon 19x19x39,2.16,4.48,0.2,9.68,116.0,31.93,14.52,0.145,0.0
1102,Bloque hormigon 19x19x39,2.57,5.34,0.2,13.72,174.0,45.29,20.59,0.206,0.0
1103,Bloque hormigon 19x19x39,2.77,3.01,0.2,8.34,110.0,0.0,0.0,0.108,39.6
1104,Bloque hormigon 19x19x39,2.15,4.18,0.2,8.99,104.0,29.66,13.48,0.135,0.0
1105,Bloque hormigon 19x19x39,2.06,2.41,0.2,4.96,63.0,0.0,0.0,0.065,23.58
1106,Bloque hormigon 19x19x39,2.43,3.87,0.2,9.4,108.0,0.0,0.0,0.122,44.67
1107,Bloque hormigon 19x19x39,2.55,2.3,0.2,5.86,67.0,0.0,0.0,0.076,27.86
1108,Bloque hormigon 19x19x39,2.11,3.54,0.2,7.47,101.0,24.65,11.2,0.112,0.0
1109,Bloque hormigon 19x19x39,2.34,4.03,0.2,9.43,119.0,31.12,14.15,0.141,0.0
1110,Bloque hormigon 19x19x39,2.12,3.12,0.2,6.61,89.0,0.0,0.0,0.086,31.42
1111,Bloque hormigon 19x19x39,1.89,2.89,0.2,5.46,67.0,0.0,0.0,0.071,25.94
1112,Bloque hormigon 19x19x39,1.88,5.29,0.2,9.95,127.0,0.0,0.0,0.129,47.24
1113,Bloque hormigon 19x19x39,2.58,5.93,0.2,15.3,206.0,50.49,22.95,0.229,0.0
1114,Bloque hormigon 19x19x39,2.06,2.39,0.2,4.92,56.0,16.25,7.39,0.074,0.0
1115,Bloque hormigon 19x19x39,2.31,3.88,0.2,8.96,121.0,29.58,13.44,0.134,0.0
1116,Bloque hormigon 19x19x39,2.28,5.73,0.2,13.06,158.0,0.0,0.0,0.17,62.06
1117,Bloque hormigon 19x19x39,2.37,3.42,0.2,8.11,105.0,26.75,12.16,0.122,0.0
1118,Bloque hormigon 19x19x39,2.17,2.23,0.2,4.84,58.0,0.0,0.0,0.063,22.99
1119,Bloque hormigon 19x19x39,1.85,4.39,0.2,8.12,109.0,0.0,0.0,0.106,38.58
1120,Bloque hormigon 19x19x39,2.84,4.95,0.2,14.06,175.0,46.39,21.09,0.211,0.0
1121,Bloque hormigon 19x19x39,2.85,2.97,0.2,8.46,106.0,27.93,12.7,0.127,0.0
1122,Bloque hormigon 19x19x39,2.89,5.28,0.2,15.26,200.0,0.0,0.0,0.198,72.48
1123,Bloque hormigon 19x19x39,2.33,3.37,0.2,7.85,99.0,0.0,0.0,0.102,37.3
1124,Bloque hormigon 19x19x39,2.7,4.91,0.2,13.26,177.0,0.0,0.0,0.172,62.97
1125,Bloque hormigon 19x19x39,1.87,4.35,0.2,8.13,108.0,26.84,12.2,0.122,0.0
1126,Bloque hormigon 19x19x39,1.93,2.81,0.2,5.42,74.0,0.0,0.0,0.071,25.76
1127,Bloque hormigon 19x19x39,2.99,5.87,0.2,17.55,216.0,57.92,26.33,0.263,0.0
1128,Bloque hormigon 19x19x39,2.5,4.97,0.2,12.42,160.0,0.0,0.0,0.162,59.02
1129,Bloque hormigon 19x19x39,2.14,4.78,0.2,10.23,122.0,0.0,0.0,0.133,48.59
1130,Bloque hormigon 19x19x39,2.96,4.51,0.2,13.35,156.0,44.05,20.02,0.2,0.0
1131,Bloque hormigon 19x19x39,2.19,5.11,0.2,11.19,127.0,36.93,16.79,0.168,0.0
1132,Bloque hormigon 19x19x39,2.61,3.99,0.2,10.41,141.0,0.0,0.0,0.135,49.47
1133,Bloque hormigon 19x19x39,2.18,5.83,0.2,12.71,144.0,41.94,19.06,0.191,0.0
1134,Bloque hormigon 19x19x39,2.73,2.87,0.2,7.84,100.0,0.0,0.0,0.102,37.22
1135,Bloque hormigon 19x19x39,2.05,2.58,0.2,5.29,69.0,17.45,7.93,0.079,0.0
1136,Bloque hormigon 19x19x39,2.1,5.58,0.2,11.72,148.0,38.67,17.58,0.176,0.0
1137,Bloque hormigon 19x19x39,2.71,3.24,0.2,8.78,108.0,28.98,13.17,0.132,0.0
1138,Bloque hormigon 19x19x39,1.8,5.94,0.2,10.69,144.0,0.0,0.0,0.139,50.79
1139,Bloque hormigon 19x19x39,2.9,3.06,0.2,8.87,119.0,29.28,13.31,0.133,0.0
1140,Bloque hormigon 19x19x39,2.54,2.89,0.2,7.34,92.0,24.22,11.01,0.11,0.0
1141,Bloque hormigon 19x19x39,2.16,2.75,0.2,5.94,71.0,19.6,8.91,0.089,0.0
1142,Bloque hormigon 19x19x39,1.93,3.69,0.2,7.12,94.0,23.5,10.68,0.107,0.0
1143,Bloque hormigon 19x19x39,2.57,2.79,0.2,7.17,82.0,0.0,0.0,0.093,34.06
1144,Bloque hormigon 19x19x39,2.08,2.66,0.2,5.53,63.0,0.0,0.0,0.072,26.28
1145,Bloque hormigon 19x19x39,2.61,4.73,0.2,12.35,158.0,0.0,0.0,0.16,58.64
1146,Bloque hormigon 19x19x39,2.01,3.72,0.2,7.48,93.0,0.0,0.0,0.097,35.52
1147,Bloque hormigon 19x19x39,2.99,2.65,0.2,7.92,102.0,26.15,11.89,0.119,0.0
1148,Bloque hormigon 19x19x39,2.62,2.91,0.2,7.62,88.0,25.16,11.44,0.114,0.0
1149,Bloque hormigon 19x19x39,1.93,5.12,0.2,9.88,133.0,0.0,0.0,0.128,46.94
1150,Bloque hormigon 19x19x39,2.39,2.87,0.2,6.86,78.0,0.0,0.0,0.089,32.58
1151,Bloque hormigon 19x19x39,2.92,5.76,0.2,16.82,196.0,0.0,0.0,0.219,79.89
1152,Bloque hormigon 19x19x39,2.55,3.9,0.2,9.94,133.0,32.82,14.92,0.149,0.0
1153,Bloque hormigon 19x19x39,2.11,4.88,0.2,10.3,116.0,33.98,15.45,0.154,0.0
1154,Bloque hormigon 19x19x39,1.98,5.29,0.2,10.47,123.0,0.0,0.0,0.136,49.75
1155,Bloque hormigon 19x19x39,2.84,2.7,0.2,7.67,87.0,25.3,11.5,0.115,0.0
1156,Bloque hormigon 19x19x39,2.12,5.28,0.2,11.19,153.0,0.0,0.0,0.146,53.17
1157,Bloque hormigon 19x19x39,2.3,4.72,0.2,10.86,128.0,0.0,0.0,0.141,51.57
1158,Bloque hormigon 19x19x39,2.75,2.54,0.2,6.98,95.0,0.0,0.0,0.091,33.18
1159,Bloque hormigon 19x19x39,2.68,4.09,0.2,10.96,129.0,0.0,0.0,0.142,52.07
1160,Bloque hormigon 19x19x39,2.11,2.37,0.2,5.0,61.0,16.5,7.5,0.075,0.0
1161,Bloque hormigon 19x19x39,2.3,2.67,0.2,6.14,84.0,0.0,0.0,0.08,29.17
1162,Bloque hormigon 19x19x39,1.97,4.63,0.2,9.12,119.0,30.1,13.68,0.137,0.0
1163,Bloque hormigon 19x19x39,2.4,5.37,0.2,12.89,159.0,0.0,0.0,0.168,61.22
1164,Bloque hormigon 19x19x39,2.98,3.44,0.2,10.25,134.0,0.0,0.0,0.133,48.69
1165,Bloque hormigon 19x19x39,2.44,5.98,0.2,14.59,181.0,0.0,0.0,0.19,69.31
1166,Bloque hormigon 19x19x39,2.51,5.55,0.2,13.93,171.0,0.0,0.0,0.181,66.17
1167,Bloque hormigon 19x19x39,2.89,2.62,0.2,7.57,97.0,24.99,11.36,0.114,0.0
1168,Bloque hormigon 19x19x39,2.85,2.95,0.2,8.41,99.0,0.0,0.0,0.109,39.94
1169,Bloque hormigon 19x19x39,2.95,2.77,0.2,8.17,106.0,26.97,12.26,0.123,0.0
1170,Bloque hormigon 19x19x39,2.71,2.58,0.2,6.99,78.0,23.07,10.49,0.105,0.0
1171,Bloque hormigon 19x19x39,2.35,4.07,0.2,9.56,107.0,31.56,14.35,0.143,0.0
1172,Bloque hormigon 19x19x39,1.97,5.51,0.2,10.85,129.0,35.82,16.28,0.163,0.0
1173,Bloque hormigon 19x19x39,2.05,2.95,0.2,6.05,77.0,0.0,0.0,0.079,28.73
1174,Bloque hormigon 19x19x39,2.52,4.96,0.2,12.5,141.0,0.0,0.0,0.162,59.37
1175,Bloque hormigon 19x19x39,2.64,2.22,0.2,5.86,79.0,19.34,8.79,0.088,0.0
1176,Bloque hormigon 19x19x39,2.33,2.52,0.2,5.87,70.0,0.0,0.0,0.076,27.89
1177,Bloque hormigon 19x19x39,2.34,4.87,0.2,11.4,144.0,0.0,0.0,0.148,54.13
1178,Bloque hormigon 19x19x39,1.9,2.87,0.2,5.45,64.0,0.0,0.0,0.071,25.9
1179,Bloque hormigon 19x19x39,2.94,4.13,0.2,12.14,155.0,0.0,0.0,0.158,57.68
1180,Bloque hormigon 19x19x39,2.55,3.79,0.2,9.66,127.0,31.89,14.5,0.145,0.0
1181,Bloque hormigon 19x19x39,2.82,5.73,0.2,16.16,219.0,0.0,0.0,0.21,76.75
1182,Bloque hormigon 19x19x39,1.9,5.94,0.2,11.29,145.0,37.24,16.93,0.169,0.0
1183,Bloque hormigon 19x19x39,1.93,5.86,0.2,11.31,132.0,37.32,16.96,0.17,0.0
1184,Bloque hormigon 19x19x39,2.15,3.92,0.2,8.43,115.0,27.81,12.64,0.126,0.0
1185,Bloque hormigon 19x19x39,2.41,2.1,0.2,5.06,62.0,16.7,7.59,0.076,0.0
1186,Bloque hormigon 19x19x39,3.0,5.2,0.2,15.6,208.0,0.0,0.0,0.203,74.1
1187,Bloque hormigon 19x19x39,2.29,2.94,0.2,6.73,76.0,22.22,10.1,0.101,0.0
1188,Bloque hormigon 19x19x39,2.64,3.2,0.2,8.45,100.0,0.0,0.0,0.11,40.13
1189,Bloque hormigon 19x19x39,2.79,2.59,0.2,7.23,84.0,23.85,10.84,0.108,0.0
1190,Bloque hormigon 19x19x39,1.85,4.49,0.2,8.31,99.0,0.0,0.0,0.108,39.46
1191,Bloque hormigon 19x19x39,1.96,2.46,0.2,4.82,64.0,15.91,7.23,0.072,0.0
1192,Bloque hormigon 19x19x39,1.9,4.69,0.2,8.91,115.0,0.0,0.0,0.116,42.33
1193,Bloque hormigon 19x19x39,2.78,2.87,0.2,7.98,100.0,0.0,0.0,0.104,37.9
1194,Bloque hormigon 19x19x39,2.94,2.2,0.2,6.47,75.0,21.34,9.7,0.097,0.0
1195,Bloque hormigon 19x19x39,1.82,5.84,0.2,10.63,120.0,0.0,0.0,0.138,50.49
1196,Bloque hormigon 19x19x39,2.92,4.66,0.2,13.61,181.0,44.9,20.41,0.204,0.0
1197,Bloque hormigon 19x19x39,2.88,4.85,0.2,13.97,185.0,46.09,20.95,0.21,0.0
1198,Bloque hormigon 19x19x39,2.4,5.06,0.2,12.14,151.0,40.08,18.22,0.182,0.0
1199,Bloque hormigon 19x19x39,2.01,5.49,0.2,11.03,141.0,36.42,16.55,0.166,0.0
1200,Bloque hormigon 19x19x39,2.72,4.34,0.2,11.8,140.0,0.0,0.0,0.153,56.07
1201,Comun 5x12x26,2.97,4.01,0.3,11.91,1416.0,117.91,227.48,1.072,0.0
1202,Comun 5x12x26,2.78,3.04,0.3,8.45,972.0,0.0,0.0,0.972,128.46
1203,Comun 5x12x26,1.91,3.05,0.3,5.83,751.0,0.0,0.0,0.67,88.55
1204,Comun 5x12x26,2.54,5.84,0.3,14.83,1923.0,146.85,283.32,1.335,0.0
1205,Comun 5x12x26,2.13,3.28,0.15,6.99,441.0,52.4,51.0,0.245,0.0
1206,Comun 5x12x26,2.3,2.18,0.15,5.01,288.0,0.0,0.0,0.216,38.61
1207,Comun 5x12x26,2.71,2.42,0.15,6.56,393.0,0.0,0.0,0.282,50.5
1208,Comun 5x12x26,2.23,4.12,0.15,9.19,560.0,68.91,67.07,0.322,0.0
1209,Comun 5x12x26,2.21,2.22,0.15,4.91,297.0,0.0,0.0,0.211,37.78
1210,Comun 5x12x26,2.67,5.67,0.15,15.14,982.0,0.0,0.0,0.651,116.57
1211,Comun 5x12x26,1.93,2.96,0.15,5.71,373.0,0.0,0.0,0.246,43.99
1212,Comun 5x12x26,2.34,2.84,0.15,6.65,413.0,49.84,48.51,0.233,0.0
1213,Comun 5x12x26,1.9,3.19,0.3,6.06,752.0,0.0,0.0,0.697,92.13
1214,Comun 5x12x26,2.02,3.99,0.15,8.06,461.0,0.0,0.0,0.347,62.06
1215,Comun 5x12x26,1.83,3.68,0.15,6.73,426.0,0.0,0.0,0.29,51.85
1216,Comun 5x12x26,2.9,4.33,0.3,12.56,1495.0,124.31,239.84,1.13,0.0
1217,Comun 5x12x26,2.22,4.89,0.15,10.86,627.0,0.0,0.0,0.467,83.59
1218,Comun 5x12x26,2.08,2.49,0.3,5.18,574.0,0.0,0.0,0.596,78.72
1219,Comun 5x12x26,2.9,3.97,0.3,11.51,1368.0,0.0,0.0,1.324,175.0
1220,Comun 5x12x26,2.43,2.81,0.3,6.83,755.0,0.0,0.0,0.785,103.79
1221,Comun 5x12x26,2.74,4.04,0.15,11.07,637.0,83.02,80.81,0.387,0.0
1222,Comun 5x12x26,2.71,4.16,0.15,11.27,619.0,84.55,82.3,0.395,0.0
1223,Comun 5x12x26,2.29,5.73,0.3,13.12,1617.0,129.9,250.62,1.181,0.0
1224,Comun 5x12x26,2.98,4.96,0.3,14.78,1638.0,0.0,0.0,1.7,224.67
1225,Comun 5x12x26,2.38,4.5,0.3,10.71,1399.0,0.0,0.0,1.232,162.79
1226,Comun 5x12x26,2.67,4.02,0.15,10.73,667.0,80.5,78.35,0.376,0.0
1227,Comun 5x12x26,2.6,3.97,0.15,10.32,671.0,77.42,75.35,0.361,0.0
1228,Comun 5x12x26,1.87,3.8,0.3,7.11,802.0,70.35,135.72,0.64,0.0
1229,Comun 5x12x26,2.16,3.84,0.3,8.29,951.0,82.11,158.42,0.746,0.0
1230,Comun 5x12x26,2.86,2.04,0.3,5.83,753.0,57.76,111.44,0.525,0.0
1231,Comun 5x12x26,2.67,4.03,0.3,10.76,1290.0,0.0,0.0,1.237,163.55
1232,Comun 5x12x26,1.82,3.44,0.15,6.26,344.0,0.0,0.0,0.269,48.21
1233,Comun 5x12x26,2.04,6.0,0.3,12.24,1322.0,0.0,0.0,1.408,186.05
1234,Comun 5x12x26,2.05,2.29,0.3,4.69,586.0,0.0,0.0,0.54,71.36
1235,Comun 5x12x26,1.91,5.79,0.3,11.06,1262.0,0.0,0.0,1.272,168.1
1236,Comun 5x12x26,1.86,3.99,0.3,7.42,823.0,0.0,0.0,0.853,112.81
1237,Comun 5x12x26,2.73,5.21,0.3,14.22,1588.0,140.81,271.67,1.28,0.0
1238,Comun 5x12x26,2.76,4.83,0.15,13.33,750.0,99.98,97.31,0.467,0.0
1239,Comun 5x12x26,2.01,5.82,0.3,11.7,1283.0,115.81,223.44,1.053,0.0
1240,Comun 5x12x26,2.89,4.22,0.3,12.2,1368.0,120.74,232.94,1.098,0.0
1241,Comun 5x12x26,2.57,4.6,0.15,11.82,761.0,0.0,0.0,0.508,91.03
1242,Comun 5x12x26,2.07,4.92,0.3,10.18,1222.0,100.83,194.52,0.917,0.0
1243,Comun 5x12x26,2.03,2.04,0.3,4.14,456.0,41.0,79.1,0.373,0.0
1244,Comun 5x12x26,2.28,4.2,0.3,9.58,1176.0,0.0,0.0,1.101,145.56
1245,Comun 5x12x26,1.94,5.41,0.3,10.5,1172.0,103.9,200.46,0.945,0.0
1246,Comun 5x12x26,2.4,5.93,0.3,14.23,1570.0,140.9,271.83,1.281,0.0
1247,Comun 5x12x26,2.22,5.71,0.15,12.68,694.0,95.07,92.54,0.444,0.0
1248,Comun 5x12x26,2.58,3.02,0.3,7.79,909.0,0.0,0.0,0.896,118.43
1249,Comun 5x12x26,2.79,4.25,0.15,11.86,748.0,0.0,0.0,0.51,91.3
1250,Comun 5x12x26,2.48,5.47,0.3,13.57,1605.0,134.3,259.1,1.221,0.0
1251,Comun 5x12x26,2.69,5.86,0.3,15.76,1974.0,156.06,301.08,1.419,0.0
1252,Comun 5x12x26,2.22,2.33,0.15,5.17,324.0,38.79,37.76,0.181,0.0
1253,Comun 5x12x26,2.33,3.94,0.3,9.18,1162.0,90.88,175.34,0.826,0.0
1254,Comun 5x12x26,1.82,3.45,0.15,6.28,384.0,47.09,45.84,0.22,0.0
1255,Comun 5x12x26,2.6,3.08,0.3,8.01,918.0,79.28,152.95,0.721,0.0
1256,Comun 5x12x26,2.18,2.34,0.15,5.1,317.0,38.26,37.24,0.179,0.0
1257,Comun 5x12x26,1.89,3.71,0.15,7.01,415.0,52.59,51.19,0.245,0.0
1258,Comun 5x12x26,2.62,5.49,0.15,14.38,817.0,107.88,105.0,0.503,0.0
1259,Comun 5x12x26,2.41,2.97,0.3,7.16,900.0,0.0,0.0,0.823,108.8
1260,Comun 5x12x26,2.35,3.15,0.3,7.4,843.0,0.0,0.0,0.851,112.52
1261,Comun 5x12x26,2.79,3.67,0.3,10.24,1123.0,101.37,195.57,0.922,0.0
1262,Comun 5x12x26,3.0,2.7,0.15,8.1,438.0,0.0,0.0,0.348,62.37
1263,Comun 5x12x26,2.34,5.82,0.3,13.62,1771.0,0.0,0.0,1.566,207.01
1264,Comun 5x12x26,2.89,4.17,0.3,12.05,1483.0,119.31,230.18,1.085,0.0
1265,Comun 5x12x26,2.56,4.01,0.15,10.27,561.0,0.0,0.0,0.441,79.05
1266,Comun 5x12x26,2.03,4.43,0.15,8.99,558.0,67.45,65.65,0.315,0.0
1267,Comun 5x12x26,2.94,2.21,0.15,6.5,359.0,48.73,47.43,0.227,0.0
1268,Comun 5x12x26,2.57,5.57,0.15,14.31,898.0,107.36,104.5,0.501,0.0
1269,Comun 5x12x26,2.14,4.26,0.15,9.12,501.0,68.37,66.55,0.319,0.0
1270,Comun 5x12x26,2.63,5.96,0.15,15.67,898.0,117.56,114.43,0.549,0.0
1271,Comun 5x12x26,2.62,5.53,0.15,14.49,817.0,0.0,0.0,0.623,111.56
1272,Comun 5x12x26,2.43,2.09,0.15,5.08,299.0,0.0,0.0,0.218,39.11
1273,Comun 5x12x26,2.22,5.43,0.15,12.05,708.0,0.0,0.0,0.518,92.82
1274,Comun 5x12x26,2.73,4.94,0.3,13.49,1714.0,0.0,0.0,1.551,204.99
1275,Comun 5x12x26,1.96,3.35,0.15,6.57,400.0,0.0,0.0,0.282,50.56
1276,Comun 5x12x26,2.74,3.97,0.3,10.88,1222.0,0.0,0.0,1.251,165.34
1277,Comun 5x12x26,2.42,5.1,0.15,12.34,749.0,0.0,0.0,0.531,95.03
1278,Comun 5x12x26,2.85,4.83,0.15,13.77,861.0,0.0,0.0,0.592,105.99
1279,Comun 5x12x26,2.04,2.58,0.15,5.26,347.0,0.0,0.0,0.226,40.53
1280,Comun 5x12x26,2.46,5.36,0.15,13.19,869.0,98.89,96.25,0.461,0.0
1281,Comun 5x12x26,2.89,2.76,0.15,7.98,489.0,0.0,0.0,0.343,61.42
1282,Comun 5x12x26,2.22,3.06,0.3,6.79,845.0,0.0,0.0,0.781,103.26
1283,Comun 5x12x26,2.77,2.22,0.15,6.15,371.0,0.0,0.0,0.264,47.35
1284,Comun 5x12x26,2.06,3.8,0.15,7.83,497.0,58.71,57.14,0.274,0.0
1285,Comun 5x12x26,2.7,4.49,0.3,12.12,1466.0,120.02,231.55,1.091,0.0
1286,Comun 5x12x26,2.56,3.44,0.15,8.81,518.0,0.0,0.0,0.379,67.81
1287,Comun 5x12x26,2.12,3.97,0.3,8.42,1077.0,0.0,0.0,0.968,127.93
1288,Comun 5x12x26,2.16,3.64,0.15,7.86,445.0,0.0,0.0,0.338,60.54
1289,Comun 5x12x26,2.25,2.1,0.3,4.73,535.0,46.78,90.25,0.425,0.0
1290,Comun 5x12x26,1.9,3.9,0.15,7.41,401.0,0.0,0.0,0.319,57.06
1291,Comun 5x12x26,2.73,5.66,0.3,15.45,1985.0,152.97,295.13,1.391,0.0
1292,Comun 5x12x26,2.74,5.38,0.3,14.74,1874.0,145.94,281.56,1.327,0.0
1293,Comun 5x12x26,2.44,4.95,0.15,12.08,743.0,90.58,88.17,0.423,0.0
1294,Comun 5x12x26,1.88,5.99,0.15,11.26,611.0,0.0,0.0,0.484,86.71
1295,Comun 5x12x26,2.83,2.93,0.15,8.29,459.0,0.0,0.0,0.357,63.85
1296,Comun 5x12x26,2.91,5.47,0.15,15.92,955.0,0.0,0.0,0.684,122.57
1297,Comun 5x12x26,2.03,5.22,0.3,10.6,1390.0,104.91,202.4,0.954,0.0
1298,Comun 5x12x26,2.47,4.01,0.15,9.9,552.0,74.29,72.3,0.347,0.0
1299,Comun 5x12x26,2.38,3.18,0.15,7.57,432.0,56.76,55.25,0.265,0.0
1300,Comun 5x12x26,2.46,2.01,0.15,4.94,283.0,37.08,36.1,0.173,0.0
1301,Comun 5x12x26,2.28,4.71,0.15,10.74,604.0,80.54,78.39,0.376,0.0
1302,Comun 5x12x26,2.59,3.36,0.15,8.7,547.0,65.27,63.53,0.305,0.0
1303,Comun 5x12x26,2.0,4.55,0.3,9.1,1195.0,90.09,173.81,0.819,0.0
1304,Comun 5x12x26,2.91,4.01,0.3,11.67,1445.0,115.52,222.88,1.05,0.0
1305,Comun 5x12x26,2.6,3.64,0.3,9.46,1129.0,0.0,0.0,1.088,143.85
1306,Comun 5x12x26,2.75,3.82,0.15,10.5,605.0,0.0,0.0,0.452,80.89
1307,Comun 5x12x26,2.7,3.09,0.15,8.34,462.0,62.57,60.9,0.292,0.0
1308,Comun 5x12x26,2.34,4.2,0.15,9.83,642.0,73.71,71.74,0.344,0.0
1309,Comun 5x12x26,1.94,2.52,0.3,4.89,590.0,48.4,93.38,0.44,0.0
1310,Comun 5x12x26,1.9,4.42,0.15,8.4,459.0,62.98,61.31,0.294,0.0
1311,Comun 5x12x26,2.6,4.36,0.3,11.34,1339.0,0.0,0.0,1.304,172.31
1312,Comun 5x12x26,2.43,4.61,0.3,11.2,1419.0,0.0,0.0,1.288,170.27
1313,Comun 5x12x26,2.14,2.28,0.3,4.88,567.0,0.0,0.0,0.561,74.16
1314,Comun 5x12x26,2.46,5.72,0.3,14.07,1839.0,0.0,0.0,1.618,213.88
1315,Comun 5x12x26,2.34,5.03,0.3,11.77,1495.0,116.52,224.81,1.059,0.0
1316,Comun 5x12x26,2.4,3.05,0.15,7.32,458.0,0.0,0.0,0.315,56.36
1317,Comun 5x12x26,1.91,5.46,0.3,10.43,1206.0,0.0,0.0,1.199,158.51
